ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours
2495,Strong Storm,6-7,Strong Southward,<-10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
2496,Strong Storm,6-7,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
2497,Strong Storm,6-7,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
2498,Strong Storm,6-7,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
2499,Strong Storm,6-7,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
2500,Strong Storm,6-7,Strong Southward,<-10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,100.0,Extreme,"All colors: green, red, purple, blue, pink","Full-sky corona, rapid pulsations, multiple curtains",40-45°,6-12
2501,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,5.5,None,N/A,N/A,>70°,0
2502,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,5.8,None,N/A,N/A,>70°,0
2503,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,6.1,None,N/A,N/A,>70°,0
2504,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,6.7,None,N/A,N/A,>70°,0
2505,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,7.0,None,N/A,N/A,>70°,0
2506,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,6.9,None,N/A,N/A,>70°,0
2507,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,7.3,None,N/A,N/A,>70°,0
2508,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,7.6,None,N/A,N/A,>70°,0
2509,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,8.4,None,N/A,N/A,>70°,0
2510,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,8.8,None,N/A,N/A,>70°,0
2511,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,9.0,None,N/A,N/A,>70°,0
2512,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,9.4,None,N/A,N/A,>70°,0
2513,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,9.9,None,N/A,N/A,>70°,0
2514,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,10.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2515,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,11.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2516,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,11.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2517,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,11.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2518,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,12.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2519,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,13.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2520,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,14.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2521,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,13.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2522,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,14.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2523,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,15.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2524,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,16.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2525,Severe Storm,8-9,Strong Northward,>+10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,17.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2526,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,6.5,None,N/A,N/A,>70°,0
2527,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,6.8,None,N/A,N/A,>70°,0
2528,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,7.2,None,N/A,N/A,>70°,0
2529,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,7.9,None,N/A,N/A,>70°,0
2530,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,8.3,None,N/A,N/A,>70°,0
2531,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,8.1,None,N/A,N/A,>70°,0
2532,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,8.5,None,N/A,N/A,>70°,0
2533,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,9.0,None,N/A,N/A,>70°,0
2534,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,9.9,None,N/A,N/A,>70°,0
2535,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,10.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2536,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,10.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2537,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,11.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2538,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,11.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2539,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,12.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2540,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,13.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2541,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,13.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2542,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,13.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2543,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,14.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2544,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,15.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2545,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,16.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2546,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,16.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2547,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,17.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2548,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,18.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2549,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,19.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2550,Severe Storm,8-9,Strong Northward,>+10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,20.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2551,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,7.1,None,N/A,N/A,>70°,0
2552,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,7.5,None,N/A,N/A,>70°,0
2553,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,7.9,None,N/A,N/A,>70°,0
2554,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,8.7,None,N/A,N/A,>70°,0
2555,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,9.1,None,N/A,N/A,>70°,0
2556,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,8.9,None,N/A,N/A,>70°,0
2557,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,9.4,None,N/A,N/A,>70°,0
2558,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,9.9,None,N/A,N/A,>70°,0
2559,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,10.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2560,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,11.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2561,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,11.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2562,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,12.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2563,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,12.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2564,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,High,15-25 p/cm³,14.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2565,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very High,>25 p/cm³,14.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2566,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,14.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2567,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,15.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2568,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,15.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2569,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,17.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2570,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,18.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2571,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,17.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2572,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Low,3-7 p/cm³,18.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2573,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,19.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2574,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Extreme,>800 km/s,High,15-25 p/cm³,21.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2575,Severe Storm,8-9,Strong Northward,>+10 nT,Moderate,10-15 nT,Extreme,>800 km/s,Very High,>25 p/cm³,22.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2576,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,7.8,None,N/A,N/A,>70°,0
2577,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Slow,<400 km/s,Low,3-7 p/cm³,8.2,None,N/A,N/A,>70°,0
2578,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,8.6,None,N/A,N/A,>70°,0
2579,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Slow,<400 km/s,High,15-25 p/cm³,9.5,None,N/A,N/A,>70°,0
2580,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Slow,<400 km/s,Very High,>25 p/cm³,9.9,None,N/A,N/A,>70°,0
2581,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,9.7,None,N/A,N/A,>70°,0
2582,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,10.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2583,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,10.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2584,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,11.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2585,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,12.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2586,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,12.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2587,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,13.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2588,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,14.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2589,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,High,15-25 p/cm³,15.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2590,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,16.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2591,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,15.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2592,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,16.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2593,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,17.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2594,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,19.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2595,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,19.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2596,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,19.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2597,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,20.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2598,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,21.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2599,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,High,15-25 p/cm³,23.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2600,Severe Storm,8-9,Strong Northward,>+10 nT,Strong,15-25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,24.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2601,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very Low,<3 p/cm³,8.7,None,N/A,N/A,>70°,0
2602,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Low,3-7 p/cm³,9.2,None,N/A,N/A,>70°,0
2603,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Normal,7-15 p/cm³,9.7,None,N/A,N/A,>70°,0
2604,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,High,15-25 p/cm³,10.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2605,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Slow,<400 km/s,Very High,>25 p/cm³,11.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2606,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,10.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2607,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,11.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2608,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,12.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2609,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,High,15-25 p/cm³,13.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2610,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,14.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2611,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,14.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2612,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Low,3-7 p/cm³,15.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2613,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,15.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2614,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,High,15-25 p/cm³,17.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2615,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Fast,500-650 km/s,Very High,>25 p/cm³,18.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2616,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,17.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2617,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,18.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2618,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,19.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2619,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,21.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2620,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,22.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2621,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,21.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2622,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,23.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2623,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,24.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2624,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,26.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2625,Severe Storm,8-9,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,27.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2626,Severe Storm,8-9,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,16.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2627,Severe Storm,8-9,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,17.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2628,Severe Storm,8-9,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,18.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2629,Severe Storm,8-9,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,20.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2630,Severe Storm,8-9,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,21.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
2631,Severe Storm,8-9,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,20.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1
